Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Chargers,526.0,338.0,64.3,7.1,3738.0,27.0,16.0,89.7,191.0,36.3,48.0,4.0,54,31.0,243.0,,,,,,,,,,,,,,,,,,,
Lions,520.0,297.0,57.1,5.8,3021.0,15.0,18.0,69.1,151.0,29.0,35.0,8.0,86,31.0,173.0,,,,,,,,,,,,,,,,,,,
Colts,515.0,347.0,67.4,8.1,4191.0,31.0,11.0,103.3,217.0,42.1,49.0,7.0,80T,20.0,95.0,,,,,,,,,,,,,,,,,,,
Vikings,510.0,323.0,63.3,6.8,3449.0,18.0,16.0,81.7,169.0,33.1,31.0,8.0,80T,54.0,303.0,,,,,,,,,,,,,,,,,,,
Chiefs,507.0,317.0,62.5,7.9,4014.0,17.0,10.0,90.1,182.0,35.9,51.0,11.0,60T,32.0,204.0,,,,,,,,,,,,,,,,,,,
Cowboys,500.0,300.0,60.0,7.3,3639.0,23.0,17.0,83.6,177.0,35.4,42.0,9.0,71,50.0,298.0,,,,,,,,,,,,,,,,,,,
Browns,497.0,297.0,59.8,6.7,3323.0,15.0,17.0,75.6,149.0,30.0,38.0,8.0,80,46.0,276.0,,,,,,,,,,,,,,,,,,,
Jaguars,487.0,283.0,58.1,6.9,3352.0,21.0,6.0,88.4,170.0,34.9,43.0,5.0,45T,32.0,162.0,,,,,,,,,,,,,,,,,,,
Buccaneers,487.0,303.0,62.2,6.5,3171.0,17.0,14.0,80.7,161.0,33.1,34.0,6.0,80,41.0,281.0,,,,,,,,,,,,,,,,,,,
Redskins,481.0,278.0,57.8,7.0,3346.0,25.0,11.0,87.0,166.0,34.5,40.0,11.0,78,31.0,240.0,,,,,,,,,,,,,,,,,,,
Seahawks,474.0,307.0,64.8,7.7,3632.0,25.0,10.0,96.8,192.0,40.5,44.0,8.0,56,27.0,174.0,,,,,,,,,,,,,,,,,,,
Jets,470.0,268.0,57.0,6.4,2989.0,11.0,15.0,70.6,146.0,31.1,34.0,5.0,60,53.0,347.0,,,,,,,,,,,,,,,,,,,
Broncos,465.0,279.0,60.0,7.2,3373.0,18.0,7.0,88.9,162.0,34.8,44.0,8.0,72T,23.0,146.0,,,,,,,,,,,,,,,,,,,
Bills,459.0,269.0,58.6,6.2,2852.0,18.0,16.0,75.4,129.0,28.1,29.0,9.0,65,43.0,337.0,,,,,,,,,,,,,,,,,,,
Falcons,451.0,247.0,54.8,6.4,2907.0,19.0,13.0,76.6,149.0,33.0,33.0,5.0,58,39.0,228.0,,,,,,,,,,,,,,,,,,,
Panthers,449.0,269.0,59.9,7.8,3485.0,25.0,16.0,88.1,157.0,35.0,44.0,13.0,80T,28.0,214.0,,,,,,,,,,,,,,,,,,,
Texans,449.0,270.0,60.1,5.9,2661.0,15.0,13.0,76.0,142.0,31.6,21.0,2.0,53T,68.0,424.0,,,,,,,,,,,,,,,,,,,
Bears,418.0,219.0,52.4,5.3,2201.0,11.0,15.0,61.5,111.0,26.6,27.0,4.0,54,31.0,199.0,,,,,,,,,,,,,,,,,,,
49ers,389.0,204.0,52.4,5.6,2190.0,8.0,21.0,53.6,96.0,24.7,27.0,4.0,89T,48.0,292.0,,,,,,,,,,,,,,,,,,,
Steelers,379.0,228.0,60.2,8.2,3104.0,21.0,14.0,89.4,144.0,38.0,44.0,14.0,85,32.0,178.0,,,,,,,,,,,,,,,,,,,
Steelers,549.0,,,,,21.0,,,,,11.0,4.0,80T,,,2223.0,4.0,119.0,21.7,10.0,,,,,,,,,,,,,,
Broncos,542.0,,,,,25.0,,,,,17.0,5.0,68T,,,2539.0,4.7,145.0,26.8,6.0,,,,,,,,,,,,,,
Falcons,531.0,,,,,17.0,,,,,19.0,2.0,65,,,2546.0,4.8,139.0,26.2,8.0,,,,,,,,,,,,,,
Redskins,525.0,,,,,15.0,,,,,10.0,3.0,52,,,2183.0,4.2,114.0,21.7,10.0,,,,,,,,,,,,,,
Cowboys,521.0,,,,,13.0,,,,,7.0,2.0,51,,,1861.0,3.6,97.0,18.6,16.0,,,,,,,,,,,,,,
Chiefs,520.0,,,,,26.0,,,,,19.0,2.0,49,,,2382.0,4.6,138.0,26.5,9.0,,,,,,,,,,,,,,
Seahawks,519.0,,,,,29.0,,,,,17.0,5.0,88,,,2457.0,4.7,142.0,27.4,7.0,,,,,,,,,,,,,,
Jaguars,502.0,,,,,18.0,,,,,12.0,2.0,71,,,1959.0,3.9,97.0,19.3,2.0,,,,,,,,,,,,,,
Bears,488.0,,,,,11.0,,,,,19.0,1.0,42,,,2099.0,4.3,98.0,20.1,9.0,,,,,,,,,,,,,,
Panthers,487.0,,,,,17.0,,,,,6.0,1.0,70,,,1679.0,3.4,82.0,16.8,6.0,,,,,,,,,,,,,,
Giants,469.0,,,,,17.0,,,,,18.0,7.0,95T,,,2209.0,4.7,106.0,22.6,4.0,,,,,,,,,,,,,,
Colts,465.0,,,,,18.0,,,,,6.0,0.0,33,,,1703.0,3.7,116.0,25.0,4.0,,,,,,,,,,,,,,
Chargers,465.0,,,,,22.0,,,,,11.0,3.0,83T,,,2072.0,4.5,116.0,25.0,2.0,,,,,,,,,,,,,,
Bengals,459.0,,,,,15.0,,,,,7.0,0.0,33T,,,1910.0,4.2,109.0,23.8,3.0,,,,,,,,,,,,,,
Buccaneers,457.0,,,,,13.0,,,,,12.0,3.0,71T,,,1826.0,4.0,83.0,18.2,5.0,,,,,,,,,,,,,,
Ravens,452.0,,,,,5.0,,,,,6.0,1.0,52T,,,1605.0,3.6,97.0,21.5,11.0,,,,,,,,,,,,,,
Dolphins,444.0,,,,,11.0,,,,,10.0,3.0,65,,,1898.0,4.3,93.0,21.0,10.0,,,,,,,,,,,,,,
Patriots,439.0,,,,,16.0,,,,,5.0,0.0,31,,,1512.0,3.4,100.0,22.8,6.0,,,,,,,,,,,,,,
Texans,437.0,,,,,9.0,,,,,5.0,2.0,44,,,1816.0,4.2,89.0,20.4,6.0,,,,,,,,,,,,,,
Bills,428.0,,,,,6.0,,,,,8.0,0.0,39,,,1607.0,3.8,96.0,22.4,8.0,,,,,,,,,,,,,,
49ers,428.0,,,,,9.0,,,,,11.0,3.0,73,,,1689.0,4.0,70.0,16.4,8.0,,,,,,,,,,,,,,
Saints,423.0,,,,,8.0,,,,,10.0,1.0,42,,,1688.0,4.0,89.0,21.0,6.0,,,,,,,,,,,,,,
Lions,404.0,,,,,10.0,,,,,4.0,2.0,77T,,,1471.0,3.6,68.0,16.8,4.0,,,,,,,,,,,,,,
Packers,398.0,,,,,11.0,,,,,5.0,1.0,64T,,,1352.0,3.4,76.0,19.1,10.0,,,,,,,,,,,,,,
Titans,397.0,,,,,8.0,,,,,7.0,0.0,38T,,,1525.0,3.8,72.0,18.1,8.0,,,,,,,,,,,,,,
Browns,395.0,,,,,4.0,,,,,8.0,1.0,75,,,1503.0,3.8,76.0,19.2,12.0,,,,,,,,,,,,,,
Jets,384.0,,,,,10.0,,,,,4.0,2.0,49T,,,1328.0,3.5,74.0,19.3,11.0,,,,,,,,,,,,,,
Vikings,381.0,,,,,10.0,,,,,8.0,1.0,61,,,1467.0,3.8,83.0,21.8,8.0,,,,,,,,,,,,,,
Rams,380.0,,,,,13.0,,,,,7.0,2.0,51,,,1535.0,4.0,82.0,21.6,11.0,,,,,,,,,,,,,,
Eagles,365.0,,,,,11.0,,,,,8.0,2.0,59T,,,1432.0,3.9,73.0,20.0,14.0,,,,,,,,,,,,,,
Raiders,361.0,,,,,11.0,,,,,7.0,0.0,27T,,,1369.0,3.8,80.0,22.2,5.0,,,,,,,,,,,,,,
Cardinals,360.0,,,,,2.0,,,,,2.0,0.0,32,,,1138.0,3.2,58.0,16.1,10.0,,,,,,,,,,,,,,
Cardinals,,,,,,21.0,,,,,63.0,12.0,63,,,,,,,,419.0,4723.0,11.3,224.0,53.5,3.0,,,,,,,,
Rams,,,,,,23.0,,,,,41.0,8.0,83,,,,,,,,392.0,4351.0,11.1,209.0,53.3,6.0,,,,,,,,
Packers,,,,,,20.0,,,,,40.0,7.0,59,,,,,,,,383.0,3964.0,10.4,206.0,53.8,3.0,,,,,,,,
Bengals,,,,,,32.0,,,,,43.0,9.0,70,,,,,,,,362.0,3935.0,10.9,203.0,56.1,9.0,,,,,,,,
Titans,,,,,,20.0,,,,,33.0,8.0,57,,,,,,,,358.0,3797.0,10.6,191.0,53.4,4.0,,,,,,,,
Patriots,,,,,,28.0,,,,,62.0,9.0,71,,,,,,,,352.0,4322.0,12.3,204.0,58.0,4.0,,,,,,,,
Colts,,,,,,31.0,,,,,49.0,7.0,80,,,,,,,,347.0,4191.0,12.1,217.0,62.5,1.0,,,,,,,,
Chargers,,,,,,27.0,,,,,48.0,4.0,54T,,,,,,,,338.0,3738.0,11.1,191.0,56.5,3.0,,,,,,,,
Eagles,,,,,,21.0,,,,,49.0,8.0,91,,,,,,,,337.0,3903.0,11.6,182.0,54.0,4.0,,,,,,,,
Ravens,,,,,,17.0,,,,,38.0,2.0,48,,,,,,,,335.0,3381.0,10.1,163.0,48.7,5.0,,,,,,,,
Vikings,,,,,,18.0,,,,,31.0,8.0,80T,,,,,,,,323.0,3449.0,10.7,169.0,52.3,2.0,,,,,,,,
Chiefs,,,,,,17.0,,,,,51.0,11.0,60,,,,,,,,317.0,4014.0,12.7,182.0,57.4,3.0,,,,,,,,
Raiders,,,,,,21.0,,,,,50.0,6.0,79,,,,,,,,316.0,3883.0,12.3,189.0,59.8,3.0,,,,,,,,
Saints,,,,,,15.0,,,,,47.0,5.0,66,,,,,,,,308.0,3604.0,11.7,182.0,59.1,4.0,,,,,,,,
Seahawks,,,,,,25.0,,,,,44.0,8.0,56,,,,,,,,307.0,3632.0,11.8,192.0,62.5,3.0,,,,,,,,
Buccaneers,,,,,,17.0,,,,,34.0,6.0,80,,,,,,,,303.0,3171.0,10.5,161.0,53.1,2.0,,,,,,,,
Cowboys,,,,,,23.0,,,,,42.0,9.0,71,,,,,,,,300.0,3639.0,12.1,177.0,59.0,4.0,,,,,,,,
Browns,,,,,,15.0,,,,,38.0,8.0,80,,,,,,,,297.0,3323.0,11.2,149.0,50.2,1.0,,,,,,,,
Lions,,,,,,15.0,,,,,35.0,8.0,86,,,,,,,,297.0,3021.0,10.2,151.0,50.8,5.0,,,,,,,,
Giants,,,,,,24.0,,,,,49.0,8.0,78T,,,,,,,,294.0,3762.0,12.8,172.0,58.5,3.0,,,,,,,,
Dolphins,,,,,,22.0,,,,,44.0,11.0,77,,,,,,,,291.0,3458.0,11.9,159.0,54.6,5.0,,,,,,,,
Jaguars,,,,,,21.0,,,,,43.0,5.0,45,,,,,,,,283.0,3352.0,11.8,170.0,60.1,8.0,,,,,,,,
Broncos,,,,,,18.0,,,,,44.0,8.0,72,,,,,,,,279.0,3373.0,12.1,162.0,58.1,6.0,,,,,,,,
Redskins,,,,,,25.0,,,,,40.0,11.0,78,,,,,,,,278.0,3346.0,12.0,166.0,59.7,5.0,,,,,,,,
Texans,,,,,,15.0,,,,,21.0,2.0,53,,,,,,,,270.0,2661.0,9.9,142.0,52.6,0.0,,,,,,,,
Bills,,,,,,18.0,,,,,29.0,9.0,65,,,,,,,,269.0,2852.0,10.6,129.0,48.0,1.0,,,,,,,,
Panthers,,,,,,25.0,,,,,44.0,13.0,80,,,,,,,,269.0,3485.0,13.0,157.0,58.4,3.0,,,,,,,,
Jets,,,,,,11.0,,,,,34.0,5.0,60T,,,,,,,,268.0,2989.0,11.2,146.0,54.5,4.0,,,,,,,,
Falcons,,,,,,19.0,,,,,32.0,5.0,58,,,,,,,,247.0,2907.0,11.8,149.0,60.3,5.0,,,,,,,,
Steelers,,,,,,21.0,,,,,44.0,14.0,85,,,,,,,,228.0,3104.0,13.6,144.0,63.2,3.0,,,,,,,,
Bears,,,,,,11.0,,,,,27.0,4.0,54T,,,,,,,,219.0,2201.0,10.0,111.0,50.7,3.0,,,,,,,,
49ers,,,,,,8.0,,,,,27.0,4.0,89,,,,,,,,204.0,2190.0,10.7,96.0,47.1,4.0,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,29.0,56.0,0.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,26.0,45.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,25.0,46.0,0.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,22.0,51.0,0.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,21.0,44.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,18.0,51.0,0.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,18.0,42.0,1.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,17.0,37.0,0.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,17.0,44.0,0.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,17.0,44.0,1.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,16.0,46.0,1.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,15.0,48.0,0.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,15.0,43.0,0.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,13.0,38.0,0.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,13.0,40.0,1.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,13.0,30.0,1.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,11.0,28.0,0.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,11.0,34.0,0.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,11.0,32.0,1.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,11.0,33.0,0.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,11.0,34.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,10.0,27.0,0.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,10.0,33.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,10.0,24.0,0.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,9.0,26.0,0.0,,,,,
49ers,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,9.0,22.0,0.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,8.0,31.0,0.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,8.0,23.0,0.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,6.0,26.0,0.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,5.0,23.0,1.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,4.0,22.0,0.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,2.0,26.0,2.0,,,,,
Ravens,,,,,,,,,,,,,,,,97.0,,21.5,,,163.0,,,48.7,,,,,,243.0,95.0,19.0,11.0,1056.0
Cardinals,,,,,,,,,,,,,,,,58.0,,16.1,,,224.0,,,53.5,,,,,,239.0,91.0,16.0,5.0,1075.0
Cowboys,,,,,,,,,,,,,,,,97.0,,18.6,,,177.0,,,59.0,,,,,,232.0,94.0,13.0,7.0,1071.0
Redskins,,,,,,,,,,,,,,,,114.0,,21.7,,,166.0,,,59.7,,,,,,230.0,97.0,11.0,6.0,1037.0
Giants,,,,,,,,,,,,,,,,106.0,,22.6,,,172.0,,,58.5,,,,,,227.0,90.0,13.0,6.0,1055.0
Jaguars,,,,,,,,,,,,,,,,97.0,,19.3,,,170.0,,,60.1,,,,,,225.0,93.0,10.0,4.0,1020.0
Dolphins,,,,,,,,,,,,,,,,93.0,,21.0,,,159.0,,,54.6,,,,,,225.0,79.0,15.0,6.0,1026.0
Lions,,,,,,,,,,,,,,,,68.0,,16.8,,,151.0,,,50.8,,,,,,224.0,87.0,17.0,7.0,955.0
Packers,,,,,,,,,,,,,,,,76.0,,19.1,,,206.0,,,53.8,,,,,,221.0,91.0,19.0,9.0,1051.0
Patriots,,,,,,,,,,,,,,,,100.0,,22.8,,,204.0,,,58.0,,,,,,221.0,93.0,17.0,13.0,1031.0
Buccaneers,,,,,,,,,,,,,,,,83.0,,18.2,,,161.0,,,53.1,,,,,,221.0,87.0,7.0,4.0,985.0
Eagles,,,,,,,,,,,,,,,,73.0,,20.0,,,182.0,,,54.0,,,,,,220.0,72.0,12.0,3.0,1027.0
Falcons,,,,,,,,,,,,,,,,139.0,,26.2,,,149.0,,,60.3,,,,,,219.0,94.0,14.0,5.0,1021.0
Texans,,,,,,,,,,,,,,,,89.0,,20.4,,,142.0,,,52.6,,,,,,219.0,75.0,17.0,8.0,955.0
Panthers,,,,,,,,,,,,,,,,82.0,,16.8,,,157.0,,,58.4,,,,,,218.0,92.0,6.0,2.0,964.0
Titans,,,,,,,,,,,,,,,,72.0,,18.1,,,191.0,,,53.4,,,,,,218.0,75.0,31.0,9.0,1022.0
Bears,,,,,,,,,,,,,,,,98.0,,20.1,,,111.0,,,50.7,,,,,,215.0,62.0,16.0,7.0,937.0
Raiders,,,,,,,,,,,,,,,,80.0,,22.2,,,189.0,,,59.8,,,,,,214.0,85.0,14.0,7.0,997.0
Chiefs,,,,,,,,,,,,,,,,138.0,,26.5,,,182.0,,,57.4,,,,,,213.0,91.0,16.0,10.0,1059.0
Rams,,,,,,,,,,,,,,,,82.0,,21.6,,,209.0,,,53.3,,,,,,211.0,77.0,21.0,14.0,1025.0
Saints,,,,,,,,,,,,,,,,89.0,,21.0,,,182.0,,,59.1,,,,,,211.0,82.0,12.0,2.0,1017.0
Broncos,,,,,,,,,,,,,,,,145.0,,26.8,,,162.0,,,58.1,,,,,,210.0,76.0,19.0,14.0,1030.0
Chargers,,,,,,,,,,,,,,,,116.0,,25.0,,,191.0,,,56.5,,,,,,208.0,88.0,17.0,11.0,1022.0
Jets,,,,,,,,,,,,,,,,74.0,,19.3,,,146.0,,,54.5,,,,,,204.0,72.0,19.0,8.0,907.0
49ers,,,,,,,,,,,,,,,,70.0,,16.4,,,96.0,,,47.1,,,,,,204.0,49.0,8.0,5.0,865.0
Browns,,,,,,,,,,,,,,,,76.0,,19.2,,,149.0,,,50.2,,,,,,203.0,67.0,18.0,7.0,938.0
Bills,,,,,,,,,,,,,,,,96.0,,22.4,,,129.0,,,48.0,,,,,,201.0,74.0,16.0,6.0,930.0
Bengals,,,,,,,,,,,,,,,,109.0,,23.8,,,203.0,,,56.1,,,,,,196.0,84.0,10.0,3.0,1018.0
Vikings,,,,,,,,,,,,,,,,83.0,,21.8,,,169.0,,,52.3,,,,,,196.0,64.0,9.0,4.0,945.0
Steelers,,,,,,,,,,,,,,,,119.0,,21.7,,,144.0,,,63.2,,,,,,192.0,68.0,12.0,5.0,960.0
Seahawks,,,,,,,,,,,,,,,,142.0,,27.4,,,192.0,,,62.5,,,,,,192.0,76.0,8.0,7.0,1020.0
Colts,,,,,,,,,,,,,,,,116.0,,25.0,,,217.0,,,62.5,,,,,,187.0,91.0,13.0,8.0,1000.0
Packers,630.0,350.0,55.6,6.3,3947.0,18.0,18.0,72.1,185.0,29.4,49.0,8.0,82T,24.0,152.0,,,,,,,,,,,,,,,,,,,
Lions,596.0,372.0,62.4,7.1,4208.0,21.0,22.0,79.9,208.0,34.9,59.0,3.0,60T,63.0,388.0,,,,,,,,,,,,,,,,,,,
Rams,592.0,371.0,62.7,7.3,4328.0,24.0,8.0,92.6,212.0,35.8,61.0,10.0,67T,49.0,366.0,,,,,,,,,,,,,,,,,,,
Dolphins,591.0,342.0,57.9,6.0,3577.0,16.0,19.0,71.2,180.0,30.5,37.0,6.0,52,41.0,290.0,,,,,,,,,,,,,,,,,,,
Saints,580.0,372.0,64.1,8.0,4626.0,27.0,13.0,94.9,207.0,35.7,65.0,20.0,86,23.0,123.0,,,,,,,,,,,,,,,,,,,
Colts,557.0,362.0,65.0,7.9,4397.0,31.0,9.0,101.0,241.0,43.3,53.0,7.0,68,15.0,89.0,,,,,,,,,,,,,,,,,,,
Cardinals,545.0,322.0,59.1,7.2,3924.0,17.0,17.0,78.7,187.0,34.3,50.0,11.0,64,35.0,262.0,,,,,,,,,,,,,,,,,,,
Eagles,544.0,323.0,59.4,7.9,4309.0,31.0,9.0,96.7,189.0,34.7,63.0,19.0,89,28.0,190.0,,,,,,,,,,,,,,,,,,,
Vikings,540.0,332.0,61.5,6.3,3402.0,13.0,20.0,72.2,160.0,29.6,44.0,6.0,50,43.0,279.0,,,,,,,,,,,,,,,,,,,
Panthers,539.0,325.0,60.3,6.5,3486.0,19.0,17.0,77.9,158.0,29.3,37.0,7.0,72T,32.0,222.0,,,,,,,,,,,,,,,,,,,
Buccaneers,535.0,296.0,55.3,5.6,2994.0,14.0,18.0,66.2,133.0,24.9,30.0,7.0,64T,33.0,196.0,,,,,,,,,,,,,,,,,,,
Patriots,527.0,326.0,61.9,6.8,3590.0,25.0,12.0,88.3,181.0,34.4,47.0,8.0,62T,29.0,190.0,,,,,,,,,,,,,,,,,,,
Ravens,524.0,328.0,62.6,6.8,3535.0,21.0,14.0,84.6,179.0,34.2,38.0,6.0,87,17.0,100.0,,,,,,,,,,,,,,,,,,,
Bengals,523.0,327.0,62.5,7.8,4066.0,28.0,13.0,94.1,200.0,38.2,53.0,15.0,74T,36.0,233.0,,,,,,,,,,,,,,,,,,,
Giants,523.0,301.0,57.6,6.2,3244.0,24.0,18.0,76.8,163.0,31.2,33.0,8.0,55T,25.0,186.0,,,,,,,,,,,,,,,,,,,
Steelers,523.0,312.0,59.7,7.7,4026.0,23.0,23.0,80.2,201.0,38.4,49.0,10.0,87,49.0,293.0,,,,,,,,,,,,,,,,,,,
Bears,514.0,282.0,54.9,6.7,3446.0,24.0,22.0,73.5,161.0,31.3,50.0,9.0,75,25.0,165.0,,,,,,,,,,,,,,,,,,,
Browns,512.0,318.0,62.1,6.3,3247.0,15.0,25.0,69.7,153.0,29.9,32.0,8.0,75,54.0,349.0,,,,,,,,,,,,,,,,,,,
Seahawks,512.0,292.0,57.0,6.6,3369.0,26.0,22.0,76.0,167.0,32.6,41.0,7.0,72,49.0,315.0,,,,,,,,,,,,,,,,,,,
Cowboys,506.0,310.0,61.3,8.0,4067.0,26.0,21.0,86.5,197.0,38.9,56.0,12.0,56T,37.0,231.0,,,,,,,,,,,,,,,,,,,
Jets,488.0,313.0,64.1,6.9,3352.0,17.0,16.0,82.1,161.0,33.0,38.0,9.0,71,34.0,199.0,,,,,,,,,,,,,,,,,,,
Raiders,483.0,263.0,54.4,5.9,2850.0,7.0,24.0,56.2,144.0,29.8,28.0,2.0,57T,72.0,430.0,,,,,,,,,,,,,,,,,,,
Texans,481.0,329.0,68.4,6.3,3032.0,14.0,13.0,83.8,156.0,32.4,29.0,3.0,53T,43.0,254.0,,,,,,,,,,,,,,,,,,,
Redskins,470.0,274.0,58.3,6.8,3174.0,19.0,10.0,83.4,150.0,31.9,39.0,10.0,74,19.0,147.0,,,,,,,,,,,,,,,,,,,
Chargers,466.0,287.0,61.6,7.3,3412.0,24.0,9.0,93.0,169.0,36.3,41.0,5.0,57,28.0,150.0,,,,,,,,,,,,,,,,,,,
Broncos,454.0,256.0,56.4,6.6,2995.0,20.0,18.0,74.7,151.0,33.3,34.0,6.0,83,31.0,196.0,,,,,,,,,,,,,,,,,,,
Chiefs,450.0,272.0,60.4,7.2,3243.0,18.0,12.0,84.7,184.0,40.9,36.0,5.0,78,41.0,243.0,,,,,,,,,,,,,,,,,,,
Titans,447.0,226.0,50.6,6.2,2748.0,13.0,19.0,61.8,133.0,29.8,42.0,1.0,53,29.0,152.0,,,,,,,,,,,,,,,,,,,
Jaguars,446.0,266.0,59.6,6.9,3060.0,17.0,14.0,80.0,147.0,33.0,39.0,5.0,51T,30.0,178.0,,,,,,,,,,,,,,,,,,,
49ers,444.0,257.0,57.9,6.5,2890.0,16.0,16.0,74.4,132.0,29.7,34.0,8.0,75T,35.0,202.0,,,,,,,,,,,,,,,,,,,
Bills,431.0,268.0,62.2,7.1,3051.0,19.0,14.0,84.6,132.0,30.6,35.0,10.0,83,47.0,332.0,,,,,,,,,,,,,,,,,,,
Falcons,416.0,222.0,53.4,6.4,2682.0,21.0,15.0,75.2,133.0,32.0,33.0,9.0,55,47.0,311.0,,,,,,,,,,,,,,,,,,,
Falcons,537.0,,,,,9.0,,,,,23.0,4.0,90,,,2939.0,5.5,134.0,25.0,8.0,,,,,,,,,,,,,,
Chargers,522.0,,,,,32.0,,,,,20.0,9.0,85,,,2578.0,4.9,137.0,26.2,8.0,,,,,,,,,,,,,,
Jaguars,513.0,,,,,23.0,,,,,14.0,4.0,76,,,2541.0,5.0,127.0,24.8,8.0,,,,,,,,,,,,,,
Chiefs,513.0,,,,,17.0,,,,,12.0,4.0,47,,,2143.0,4.2,105.0,20.5,10.0,,,,,,,,,,,,,,
Bears,503.0,,,,,14.0,,,,,7.0,0.0,30T,,,1918.0,3.8,103.0,20.5,5.0,,,,,,,,,,,,,,
Patriots,499.0,,,,,20.0,,,,,12.0,2.0,50T,,,1969.0,4.0,121.0,24.2,6.0,,,,,,,,,,,,,,
Jets,491.0,,,,,15.0,,,,,7.0,0.0,32,,,1738.0,3.5,99.0,20.2,4.0,,,,,,,,,,,,,,
Redskins,490.0,,,,,13.0,,,,,13.0,0.0,38T,,,2216.0,4.5,123.0,25.1,12.0,,,,,,,,,,,,,,
Broncos,488.0,,,,,12.0,,,,,16.0,4.0,72T,,,2152.0,4.4,106.0,21.7,12.0,,,,,,,,,,,,,,
Seahawks,484.0,,,,,8.0,,,,,8.0,0.0,37T,,,1923.0,4.0,111.0,22.9,9.0,,,,,,,,,,,,,,
Ravens,476.0,,,,,11.0,,,,,6.0,1.0,52T,,,1637.0,3.4,86.0,18.1,12.0,,,,,,,,,,,,,,
Cowboys,472.0,,,,,21.0,,,,,10.0,1.0,77,,,1936.0,4.1,107.0,22.7,6.0,,,,,,,,,,,,,,
Saints,472.0,,,,,19.0,,,,,6.0,1.0,57,,,1761.0,3.7,97.0,20.6,7.0,,,,,,,,,,,,,,
Titans,469.0,,,,,15.0,,,,,17.0,2.0,70,,,2214.0,4.7,105.0,22.4,11.0,,,,,,,,,,,,,,
Steelers,469.0,,,,,16.0,,,,,16.0,4.0,76,,,1992.0,4.2,100.0,21.3,12.0,,,,,,,,,,,,,,
Giants,455.0,,,,,14.0,,,,,13.0,3.0,55,,,2156.0,4.7,120.0,26.4,7.0,,,,,,,,,,,,,,
Vikings,442.0,,,,,12.0,,,,,7.0,2.0,95,,,1820.0,4.1,86.0,19.5,7.0,,,,,,,,,,,,,,
Colts,439.0,,,,,17.0,,,,,3.0,1.0,41T,,,1762.0,4.0,112.0,25.5,4.0,,,,,,,,,,,,,,
49ers,439.0,,,,,12.0,,,,,20.0,6.0,72,,,2172.0,5.0,97.0,22.1,10.0,,,,,,,,,,,,,,
Bengals,435.0,,,,,14.0,,,,,5.0,0.0,22T,,,1629.0,3.7,87.0,20.0,8.0,,,,,,,,,,,,,,
