Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,Lng,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,TBPct,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Bills,18.0,29.0,62.1,0_0,10_10,4_2,15_6,0_0,0_0,49,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,18.0,28.0,64.3,0_0,5_4,11_8,11_6,0_0,0_0,48,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,18.0,25.0,72.0,2_1,7_6,7_6,8_4,0_0,0_0,52,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,17.0,28.0,60.7,0_0,6_4,11_8,9_4,0_0,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,15.0,18.0,83.3,0_0,7_7,4_2,7_6,0_0,0_0,44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,31.0,,86.1,,,,,,,,,31.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,30.0,,85.7,,,,,,,,,25.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,30.0,,68.2,,,,,,,,,34.0,91.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,30.0,,69.8,,,,,,,,,32.0,100.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,29.0,,78.4,,,,,,,,,28.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,28.0,,82.4,,,,,,,,,41.0,97.6,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,28.0,,80.0,,,,,,,,,30.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,27.0,,77.1,,,,,,,,,27.0,96.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,27.0,,87.1,,,,,,,,,32.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,26.0,,83.9,,,,,,,,,34.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,26.0,,81.2,,,,,,,,,43.0,97.7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,26.0,,83.9,,,,,,,,,37.0,97.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,26.0,,78.8,,,,,,,,,22.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,24.0,,80.0,,,,,,,,,41.0,97.6,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,24.0,,77.4,,,,,,,,,32.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,23.0,,82.1,,,,,,,,,22.0,95.6,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,23.0,,79.3,,,,,,,,,58.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,23.0,,76.7,,,,,,,,,29.0,96.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,22.0,,88.0,,,,,,,,,29.0,96.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,22.0,,66.7,,,,,,,,,24.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,21.0,,70.0,,,,,,,,,23.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,21.0,,80.8,,,,,,,,,32.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,20.0,,64.5,,,,,,,,,44.0,97.8,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,20.0,,71.4,,,,,,,,,34.0,97.1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,20.0,,62.5,,,,,,,,,33.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,19.0,,90.5,,,,,,,,,39.0,97.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,18.0,,62.1,,,,,,,,,23.0,95.8,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,18.0,,64.3,,,,,,,,,30.0,93.8,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,18.0,,72.0,,,,,,,,,47.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,17.0,,60.7,,,,,,,,,23.0,95.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,15.0,,83.3,,,,,,,,,29.0,96.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,,,,,,,,,,,,,,,,98.0,6320.0,10.0,10.2,86.0,25.5,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
Colts,,,,,,,,,,,,,,,,88.0,5361.0,0.0,0.0,87.0,23.1,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,88.0,5562.0,12.0,13.6,75.0,22.1,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Steelers,,,,,,,,,,,,,,,,85.0,5113.0,9.0,10.6,73.0,21.4,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
Broncos,,,,,,,,,,,,,,,,82.0,5165.0,10.0,12.2,69.0,22.1,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,82.0,4878.0,4.0,4.9,76.0,20.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Patriots,,,,,,,,,,,,,,,,82.0,4992.0,6.0,7.3,75.0,22.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Chargers,,,,,,,,,,,,,,,,82.0,5432.0,18.0,22.0,64.0,26.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,79.0,4927.0,7.0,8.9,67.0,21.3,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,
49ers,,,,,,,,,,,,,,,,79.0,4686.0,7.0,8.9,68.0,20.7,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,78.0,4609.0,5.0,6.4,66.0,22.3,6.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,77.0,4779.0,10.0,13.0,63.0,21.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,75.0,4648.0,7.0,9.3,64.0,20.1,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,75.0,4738.0,9.0,12.0,63.0,21.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,74.0,4438.0,7.0,9.5,64.0,21.8,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,74.0,4436.0,7.0,9.5,65.0,22.7,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,73.0,4419.0,4.0,5.5,66.0,20.5,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,73.0,4579.0,12.0,16.4,59.0,20.2,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,72.0,4503.0,12.0,16.7,57.0,24.9,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,71.0,4068.0,2.0,2.8,65.0,18.7,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Giants,,,,,,,,,,,,,,,,71.0,4246.0,2.0,2.8,66.0,24.1,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Cardinals,,,,,,,,,,,,,,,,68.0,3920.0,8.0,11.8,53.0,18.2,3.0,0.0,4.0,1.0,,,,,,,,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,68.0,4216.0,4.0,5.9,64.0,19.9,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,67.0,4278.0,11.0,16.4,53.0,21.6,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Jaguars,,,,,,,,,,,,,,,,67.0,4056.0,1.0,1.5,64.0,19.8,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Panthers,,,,,,,,,,,,,,,,66.0,4151.0,4.0,6.1,60.0,22.3,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,65.0,4036.0,4.0,6.2,59.0,21.5,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,64.0,3760.0,4.0,6.2,54.0,21.6,6.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Redskins,,,,,,,,,,,,,,,,64.0,3863.0,7.0,10.9,54.0,17.5,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,63.0,3364.0,2.0,3.2,52.0,19.0,7.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
Bengals,,,,,,,,,,,,,,,,58.0,3469.0,8.0,13.8,46.0,25.2,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
Lions,,609.0,,,,,,,,76T,,,,,,,,,,,,,,,18.0,343.0,56.3,6.5,3969.0,24.0,69.6,184.0,30.2,52.0,6.0,66.0,373.0,,,
Bengals,,602.0,,,,,,,,49,,,,,,,,,,,,,,,12.0,322.0,53.5,5.5,3291.0,26.0,58.1,176.0,29.2,32.0,2.0,28.0,203.0,,,
Buccaneers,,592.0,,,,,,,,47,,,,,,,,,,,,,,,13.0,362.0,61.2,6.1,3621.0,12.0,77.4,189.0,31.9,36.0,2.0,47.0,298.0,,,
Panthers,,579.0,,,,,,,,48,,,,,,,,,,,,,,,12.0,314.0,54.2,5.4,3098.0,22.0,60.6,144.0,24.9,32.0,4.0,32.0,216.0,,,
Giants,,568.0,,,,,,,,76,,,,,,,,,,,,,,,19.0,327.0,57.6,6.6,3764.0,16.0,77.1,189.0,33.3,52.0,7.0,36.0,206.0,,,
Saints,,562.0,,,,,,,,63T,,,,,,,,,,,,,,,27.0,313.0,55.7,6.8,3844.0,22.0,76.7,184.0,32.7,55.0,13.0,50.0,330.0,,,
Ravens,,557.0,,,,,,,,77T,,,,,,,,,,,,,,,18.0,320.0,57.4,6.4,3595.0,20.0,72.7,180.0,32.3,43.0,6.0,40.0,281.0,,,
Bills,,557.0,,,,,,,,80,,,,,,,,,,,,,,,18.0,327.0,58.7,6.7,3722.0,20.0,74.7,180.0,32.3,48.0,10.0,46.0,271.0,,,
Colts,,557.0,,,,,,,,86,,,,,,,,,,,,,,,27.0,349.0,62.7,7.6,4227.0,23.0,84.9,206.0,37.0,57.0,11.0,30.0,238.0,,,
Vikings,,555.0,,,,,,,,80,,,,,,,,,,,,,,,23.0,335.0,60.4,6.9,3854.0,23.0,77.9,179.0,32.2,46.0,10.0,47.0,278.0,,,
Raiders,,553.0,,,,,,,,49,,,,,,,,,,,,,,,27.0,364.0,65.8,7.0,3862.0,9.0,95.5,195.0,35.3,45.0,5.0,27.0,155.0,,,
Rams,,551.0,,,,,,,,65,,,,,,,,,,,,,,,37.0,379.0,68.8,8.9,4903.0,22.0,102.2,236.0,42.8,82.0,12.0,40.0,240.0,,,
Chargers,,548.0,,,,,,,,78,,,,,,,,,,,,,,,16.0,309.0,56.4,6.7,3685.0,18.0,73.1,177.0,32.3,47.0,5.0,27.0,180.0,,,
Jaguars,,534.0,,,,,,,,45,,,,,,,,,,,,,,,20.0,321.0,60.1,6.9,3670.0,14.0,82.4,181.0,33.9,43.0,3.0,63.0,430.0,,,
Bears,,528.0,,,,,,,,66,,,,,,,,,,,,,,,20.0,315.0,59.7,5.8,3072.0,16.0,76.0,153.0,29.0,35.0,7.0,17.0,120.0,,,
Chiefs,,528.0,,,,,,,,67T,,,,,,,,,,,,,,,17.0,300.0,56.8,7.3,3863.0,24.0,71.7,178.0,33.7,53.0,13.0,39.0,198.0,,,
Cardinals,,526.0,,,,,,,,68T,,,,,,,,,,,,,,,18.0,304.0,57.8,6.9,3653.0,14.0,79.5,177.0,33.6,52.0,11.0,29.0,204.0,,,
Eagles,,522.0,,,,,,,,64T,,,,,,,,,,,,,,,27.0,300.0,57.5,6.6,3427.0,14.0,83.4,146.0,28.0,46.0,9.0,40.0,282.0,,,
Titans,,515.0,,,,,,,,71,,,,,,,,,,,,,,,23.0,307.0,59.6,7.5,3867.0,17.0,84.2,179.0,34.8,55.0,10.0,43.0,309.0,,,
Broncos,,511.0,,,,,,,,65,,,,,,,,,,,,,,,26.0,312.0,61.1,6.3,3208.0,19.0,80.6,174.0,34.0,30.0,2.0,42.0,268.0,,,
Packers,,510.0,,,,,,,,67T,,,,,,,,,,,,,,,32.0,314.0,61.6,7.7,3921.0,15.0,94.1,187.0,36.7,53.0,13.0,22.0,151.0,,,
49ers,,506.0,,,,,,,,61T,,,,,,,,,,,,,,,32.0,318.0,62.8,7.0,3559.0,12.0,95.0,184.0,36.4,41.0,10.0,26.0,114.0,,,
Falcons,,485.0,,,,,,,,94T,,,,,,,,,,,,,,,19.0,278.0,57.3,7.6,3695.0,17.0,80.0,165.0,34.0,46.0,14.0,64.0,387.0,,,
Patriots,,482.0,,,,,,,,91,,,,,,,,,,,,,,,21.0,306.0,63.5,6.9,3326.0,15.0,85.3,163.0,33.8,38.0,8.0,46.0,237.0,,,
Browns,,466.0,,,,,,,,78,,,,,,,,,,,,,,,18.0,279.0,59.9,6.8,3154.0,21.0,74.3,139.0,29.8,42.0,7.0,51.0,353.0,,,
Jets,,464.0,,,,,,,,40,,,,,,,,,,,,,,,17.0,272.0,58.6,6.2,2871.0,14.0,76.4,151.0,32.5,39.0,1.0,19.0,130.0,,,
Seahawks,,462.0,,,,,,,,64,,,,,,,,,,,,,,,15.0,258.0,55.8,6.8,3164.0,12.0,77.2,140.0,30.3,45.0,12.0,49.0,328.0,,,
Steelers,,454.0,,,,,,,,90,,,,,,,,,,,,,,,16.0,274.0,60.4,7.3,3295.0,12.0,83.4,150.0,33.0,49.0,8.0,31.0,182.0,,,
Dolphins,,453.0,,,,,,,,74T,,,,,,,,,,,,,,,20.0,275.0,60.7,7.4,3335.0,19.0,80.6,154.0,34.0,42.0,7.0,27.0,178.0,,,
Redskins,,432.0,,,,,,,,85,,,,,,,,,,,,,,,13.0,235.0,54.4,6.3,2716.0,13.0,71.1,122.0,28.2,31.0,6.0,38.0,229.0,,,
Cowboys,,413.0,,,,,,,,80,,,,,,,,,,,,,,,14.0,210.0,50.8,5.8,2408.0,20.0,59.9,110.0,26.6,32.0,8.0,34.0,190.0,,,
Falcons,,,,,,,,,,74,,,,,0.0,,463.0,,,34.0,,,,,,,,,,,,,,7.0,3.0,,,13.6,7.0,4.0
Patriots,,,,,,,,,,85T,,,,,2.0,,440.0,,,33.0,,,,,,,,,,,,,,6.0,3.0,,,13.3,15.0,2.0
Broncos,,,,,,,,,,86T,,,,,1.0,,405.0,,,31.0,,,,,,,,,,,,,,6.0,2.0,,,13.1,9.0,2.0
Cowboys,,,,,,,,,,65T,,,,,1.0,,493.0,,,41.0,,,,,,,,,,,,,,8.0,3.0,,,12.0,13.0,4.0
Ravens,,,,,,,,,,62,,,,,0.0,,563.0,,,48.0,,,,,,,,,,,,,,7.0,1.0,,,11.7,10.0,1.0
Raiders,,,,,,,,,,88T,,,,,1.0,,339.0,,,29.0,,,,,,,,,,,,,,2.0,1.0,,,11.7,32.0,4.0
Eagles,,,,,,,,,,54,,,,,0.0,,508.0,,,44.0,,,,,,,,,,,,,,6.0,1.0,,,11.6,22.0,2.0
Cardinals,,,,,,,,,,55,,,,,0.0,,472.0,,,43.0,,,,,,,,,,,,,,6.0,1.0,,,11.0,1.0,0.0
Dolphins,,,,,,,,,,48,,,,,0.0,,471.0,,,43.0,,,,,,,,,,,,,,3.0,1.0,,,11.0,13.0,3.0
Panthers,,,,,,,,,,70T,,,,,1.0,,420.0,,,39.0,,,,,,,,,,,,,,6.0,2.0,,,10.8,12.0,3.0
Seahawks,,,,,,,,,,34,,,,,0.0,,352.0,,,33.0,,,,,,,,,,,,,,5.0,0.0,,,10.7,14.0,2.0
Redskins,,,,,,,,,,89T,,,,,1.0,,431.0,,,41.0,,,,,,,,,,,,,,5.0,1.0,,,10.5,10.0,5.0
Buccaneers,,,,,,,,,,84T,,,,,1.0,,396.0,,,38.0,,,,,,,,,,,,,,4.0,1.0,,,10.4,14.0,3.0
Colts,,,,,,,,,,78,,,,,1.0,,290.0,,,29.0,,,,,,,,,,,,,,4.0,1.0,,,10.0,12.0,2.0
Jets,,,,,,,,,,35,,,,,0.0,,323.0,,,34.0,,,,,,,,,,,,,,6.0,0.0,,,9.5,14.0,2.0
Chargers,,,,,,,,,,84T,,,,,1.0,,415.0,,,44.0,,,,,,,,,,,,,,3.0,1.0,,,9.4,16.0,4.0
Bills,,,,,,,,,,66T,,,,,1.0,,225.0,,,24.0,,,,,,,,,,,,,,4.0,1.0,,,9.4,9.0,1.0
Bengals,,,,,,,,,,86,,,,,0.0,,290.0,,,31.0,,,,,,,,,,,,,,2.0,1.0,,,9.4,16.0,3.0
Rams,,,,,,,,,,32,,,,,0.0,,400.0,,,43.0,,,,,,,,,,,,,,6.0,0.0,,,9.3,18.0,4.0
Bears,,,,,,,,,,35,,,,,0.0,,405.0,,,45.0,,,,,,,,,,,,,,4.0,0.0,,,9.0,14.0,2.0
Lions,,,,,,,,,,34,,,,,0.0,,255.0,,,29.0,,,,,,,,,,,,,,3.0,0.0,,,8.8,21.0,1.0
Jaguars,,,,,,,,,,24,,,,,0.0,,333.0,,,38.0,,,,,,,,,,,,,,5.0,0.0,,,8.8,22.0,3.0
Steelers,,,,,,,,,,39,,,,,0.0,,420.0,,,50.0,,,,,,,,,,,,,,7.0,0.0,,,8.4,15.0,5.0
Giants,,,,,,,,,,23,,,,,0.0,,376.0,,,47.0,,,,,,,,,,,,,,4.0,0.0,,,8.0,13.0,4.0
Browns,,,,,,,,,,43,,,,,0.0,,247.0,,,31.0,,,,,,,,,,,,,,3.0,1.0,,,8.0,16.0,2.0
Titans,,,,,,,,,,36,,,,,0.0,,282.0,,,36.0,,,,,,,,,,,,,,2.0,0.0,,,7.8,23.0,1.0
Saints,,,,,,,,,,42,,,,,0.0,,288.0,,,37.0,,,,,,,,,,,,,,4.0,1.0,,,7.8,13.0,8.0
Packers,,,,,,,,,,55T,,,,,1.0,,251.0,,,33.0,,,,,,,,,,,,,,2.0,1.0,,,7.6,20.0,1.0
Chiefs,,,,,,,,,,26T,,,,,0.0,,326.0,,,44.0,,,,,,,,,,,,,,1.0,0.0,,,7.4,8.0,2.0
Vikings,,,,,,,,,,23,,,,,0.0,,307.0,,,45.0,,,,,,,,,,,,,,4.0,0.0,,,6.8,9.0,4.0
49ers,,,,,,,,,,19,,,,,0.0,,151.0,,,23.0,,,,,,,,,,,,,,0.0,0.0,,,6.6,19.0,1.0
Falcons,32.0,40.0,80.0,0_0,10_8,14_12,13_11,0_0,0_0,52,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,32.0,39.0,82.0,0_0,8_7,15_14,10_6,0_0,0_0,53,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,31.0,35.0,88.6,0_0,9_9,13_11,12_11,0_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,30.0,34.0,88.2,0_0,9_9,16_14,7_6,0_0,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,29.0,40.0,72.5,1_1,8_7,15_11,14_9,0_0,0_0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,28.0,34.0,82.4,1_1,9_8,13_12,10_7,0_0,0_0,49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,30.0,90.0,0_0,6_6,12_12,10_8,0_0,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,26.0,36.0,72.2,1_1,9_9,9_7,11_5,0_0,0_0,55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,26.0,33.0,78.8,0_0,11_10,8_7,12_7,0_0,0_0,51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,26.0,32.0,81.2,2_2,7_7,19_14,4_3,0_0,0_0,47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,26.0,36.0,72.2,1_1,12_10,9_8,13_7,0_0,0_0,47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,25.0,33.0,75.8,0_0,8_7,10_8,10_7,0_0,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,25.0,31.0,80.6,0_0,9_9,12_10,8_5,0_0,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,24.0,31.0,77.4,0_0,14_13,3_2,11_7,0_0,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,24.0,31.0,77.4,0_0,9_9,11_9,10_6,0_0,0_0,46,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,23.0,28.0,82.1,0_0,8_8,9_8,8_7,0_0,0_0,49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,23.0,31.0,74.2,1_1,8_7,7_6,12_6,0_0,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,23.0,27.0,85.2,0_0,6_6,11_11,9_5,0_0,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,23.0,29.0,79.3,1_1,11_11,6_6,10_4,0_0,0_0,53,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,23.0,29.0,79.3,1_1,9_9,10_8,5_4,0_0,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,22.0,28.0,78.6,0_0,4_4,6_5,10_8,0_0,0_0,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,22.0,28.0,78.6,0_0,10_9,8_6,7_5,0_0,0_0,52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,21.0,26.0,80.8,0_0,9_9,5_4,10_7,0_0,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,19.0,27.0,70.4,0_0,11_11,8_6,6_2,0_0,0_0,43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,19.0,25.0,76.0,0_0,5_5,10_8,9_6,0_0,0_0,47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,18.0,26.0,69.2,0_0,8_8,6_5,9_4,0_0,0_0,53,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,17.0,24.0,70.8,1_0,3_3,1_1,14_11,0_0,0_0,51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,16.0,25.0,64.0,0_0,6_6,9_6,9_3,0_0,0_0,53,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,15.0,25.0,60.0,1_1,6_4,4_2,11_6,0_0,0_0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,15.0,18.0,83.3,2_2,5_5,3_3,5_3,0_0,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,15.0,21.0,71.4,0_0,7_6,2_2,8_6,0_0,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,12.0,19.0,63.2,0_0,3_3,7_5,8_4,0_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,32.0,,80.0,,,,,,,,,42.0,97.7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,32.0,,82.0,,,,,,,,,32.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,31.0,,88.6,,,,,,,,,37.0,100.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,30.0,,88.2,,,,,,,,,43.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,29.0,,72.5,,,,,,,,,35.0,94.6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,28.0,,82.4,,,,,,,,,44.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,,90.0,,,,,,,,,36.0,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,26.0,,72.2,,,,,,,,,42.0,97.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,26.0,,78.8,,,,,,,,,50.0,100.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,26.0,,81.2,,,,,,,,,30.0,93.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,26.0,,72.2,,,,,,,,,39.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,25.0,,75.8,,,,,,,,,40.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,25.0,,80.6,,,,,,,,,36.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,24.0,,77.4,,,,,,,,,42.0,97.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,24.0,,77.4,,,,,,,,,35.0,94.6,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,23.0,,82.1,,,,,,,,,31.0,100.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,23.0,,74.2,,,,,,,,,34.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,23.0,,85.2,,,,,,,,,54.0,100.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,23.0,,79.3,,,,,,,,,41.0,93.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,23.0,,79.3,,,,,,,,,38.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,22.0,,78.6,,,,,,,,,29.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,22.0,,78.6,,,,,,,,,34.0,97.1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,21.0,,80.8,,,,,,,,,33.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,19.0,,70.4,,,,,,,,,33.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,19.0,,76.0,,,,,,,,,37.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,18.0,,69.2,,,,,,,,,35.0,97.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,17.0,,70.8,,,,,,,,,20.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,16.0,,64.0,,,,,,,,,33.0,97.1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
